path,label,hash,h_mean,h_std,s_mean,s_std,h_hist_0,h_hist_1,h_hist_2,h_hist_3,h_hist_4,h_hist_5,h_hist_6,h_hist_7,h_hist_8,h_hist_9,h_hist_10,h_hist_11,h_hist_12,h_hist_13,h_hist_14,h_hist_15,glcm_contrast,glcm_homogeneity,edge_density,area,perimeter,circularity,aspect_ratio
dataset/train_data\Diseased_leaf\Diseased_leaf 440.jpeg,Diseased_leaf,bdef476f90a88226fb31ade2d06f0876,0.3354742379129985,0.05758357231289945,0.2669400475974051,0.3076015403645869,0.0,0.010399741429059675,0.6143971681594849,0.38040298223495483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37092541769484444,0.5639947892579588,0.07465785579044283,0.5572571145142291,0.49485365526047775,0.3843255689569549,0.13043479574275346
dataset/train_data\Diseased_leaf\Diseased_leaf 441.jpeg,Diseased_leaf,d1cf9465777f1d98f9d207785de5ef7b,0.560483520121559,0.3619806460283642,0.20541283272903912,0.14593001174290998,0.007577496727481582,0.09529278073224792,0.1842709481716156,0.20436279475688934,0.1142365112900734,0.09065176384717429,0.2142938270338242,0.1541855862304588,0.0018588954206666694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11201513399906585,0.9054315968842396,0.2404643449885654,0.054157108314216634,0.14201220099375653,0.453525146781191,0.08003953276589994
dataset/train_data\Diseased_leaf\Diseased_leaf 442.jpeg,Diseased_leaf,878840ba2a2f7615cd1072443134fc2b,0.48069557212610353,0.22184662246148085,0.2102013241998871,0.1986124352998219,0.0,0.05412371729299036,0.10180412232875824,0.3820876181125641,0.35824742913246155,0.03968955706291869,0.06255024236834979,0.03212124416919247,0.001390977576750386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15758402986777484,0.9005508336068523,0.2913802978799939,0.029171058342116685,0.09444201205090752,0.5523558346359949,0.21739131642512008
dataset/train_data\Diseased_leaf\Diseased_leaf 443.jpeg,Diseased_leaf,482345a091c92aefc4e17a9303678e44,0.28897236237999635,0.05017535871321332,0.25678473616958225,0.28302348761678137,0.0,0.12939980678556046,0.9269582629203796,0.008341810666024685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14958679029675306,0.7954848094272088,0.1378998530844628,0.27580755161510323,0.6114052518984309,0.12460774741006339,0.20527443141745408
dataset/train_data\Diseased_leaf\Diseased_leaf 444.jpeg,Diseased_leaf,05ef5d40867beec706939e2a6729bd32,0.3941086925420311,0.1293203750138028,0.3339329746805314,0.4142843522730375,0.006380510419442939,0.047757158161062976,0.21084687113761902,0.6267401576042175,0.11678267270326614,0.016998729096929687,0.0048376058795650614,0.0007868455289602584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27019227254983785,0.6006404746713356,0.11547220076161993,0.5036580073160147,0.4449052405195251,0.4297322252909361,0.1290471915041233
dataset/train_data\Diseased_leaf\Diseased_leaf 445.jpeg,Diseased_leaf,f2fb5f2d5d28b04f208ac3a25931f0ce,0.7765141559108097,0.216756171491666,0.16763066536354795,0.08074147992681201,0.008940665995607795,0.007586020949306601,0.01896505057811737,0.01869412139058113,0.03305337205529213,0.1016496906962412,0.46745756018645007,0.36494881939375,0.005263932713225934,0.0,0.0,0.0,0.0,0.0,0.004959009172019542,0.02682199901127818,0.3720368711265715,0.7341227132500379,0.22186098321554737,0.18445036890073782,0.30527741255828755,0.3342623068264721,0.1325385820137536
dataset/train_data\Diseased_leaf\Diseased_leaf 446.jpeg,Diseased_leaf,c958d30d769373a8848c0f1a33510682,0.49322409487964414,0.09272663658736528,0.2168747150868393,0.13256522384023806,0.023478260495416507,0.02055336221198585,0.015217390842735767,0.13893280923366547,0.8292490243911743,0.003098723518277186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12568637252200288,0.8126324199639404,0.12187088276424975,0.29605059210118423,0.36566443090145506,0.37393638146238195,0.17636254007572663
dataset/train_data\Diseased_leaf\Diseased_leaf 447.jpeg,Diseased_leaf,a21adafff4c95b27bad4280d07669578,0.4485981939318709,0.11029794484781487,0.4219116902070984,0.38840679553733803,0.004488130466900603,0.02213155555803246,0.03597922995686531,0.6659866571426392,0.2634149491786957,0.017793742359862048,0.005382662035739042,0.0016352728366826302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044400049305286,0.5436031857797263,0.041075942419298135,0.986731973463947,0.45695202404966007,0.7980961437474852,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 448.jpeg,Diseased_leaf,11aa0eb4544fb02eee107b2c09bac102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dataset/train_data\Diseased_leaf\Diseased_leaf 449.jpeg,Diseased_leaf,ab83bbba4a8d1d673225b93af07bef42,0.34640844095360945,0.10165380841307849,0.31760972567523316,0.3392598791186656,0.011347517545222714,0.07092199574971149,0.4790457785129547,0.4489576518535614,0.03481624647974968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283036243971115,0.766316478326724,0.24524201833954365,0.19322338644677292,0.4333207875781518,0.17379523445408282,0.1987577829044658
dataset/train_data\Diseased_leaf\Diseased_leaf 45.jpeg,Diseased_leaf,62ef286c6a97be33efa50c299ba62706,0.40541080643831534,0.18595554775585288,0.3744252791777211,0.5549044876749222,0.01993172244372301,0.03125000372529074,0.33757877349853516,0.3551733195781708,0.2832195460796356,0.0026469813782401663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002015208459666504,0.004806645126914373,0.02888655460032658,0.27454595153990763,0.5358018763391166,0.1453081232777167,0.4713869427738856,0.5438712626157927,0.2691426640031865,0.08330503577920657
dataset/train_data\Diseased_leaf\Diseased_leaf 450.jpeg,Diseased_leaf,a56515de2f4ed8ef2bc227ade317ea32,0.3207933363975147,0.18071063686594696,0.23148102673833473,0.20542547721866336,0.15348836694692472,0.18604653311330474,0.5545617341995239,0.3255814015865326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039355990933820875,0.03762112834341048,0.9613111642960895,0.4452395150911352,0.02120404240808482,0.13068732982226372,0.20967609363760437,0.6750000074999992
dataset/train_data\Diseased_leaf\Diseased_leaf 451.jpeg,Diseased_leaf,0c639f670968d78d4ad92693f6e30d6f,0.3520323589928245,0.0955783816446757,0.3539080518459632,0.49355377358817415,0.0,0.08566960223550824,0.3884009122848511,0.5631091594696045,0.00565515598282218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40178847003946505,0.48830781964182746,0.16564392575333317,0.27168454336908676,0.32753905788713833,0.42769676201393475,0.07411067942268527
dataset/train_data\Diseased_leaf\Diseased_leaf 452.jpeg,Diseased_leaf,330e39bd43c9800ebec4061efb48d493,0.4488438591227021,0.24585959057542897,0.17768935614687004,0.1370344225255673,0.0,0.09608541829412201,0.23843416571617126,0.3256227672100067,0.21708184480667114,0.11159814997180259,0.05520448450047544,0.016292743513721234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04868132679023838,0.9567463205151531,0.45472518790726196,0.021855043710087424,0.11719312808492306,0.26874760862531777,0.12839674938434073
dataset/train_data\Diseased_leaf\Diseased_leaf 453.jpeg,Diseased_leaf,d0091fe25f784fefb6e0bd6d3f9cc020,0.36626063301983075,0.1963629798425494,0.28975243907925036,0.27947324934284135,0.35231316157242176,0.18861212594653678,0.22241993248462677,0.3825622797012329,0.24733096361160278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04388031489235036,0.9509334818571477,0.3716884144633272,0.028365056730113462,0.09040747301860257,0.5861006697060988,0.08865489838442574
dataset/train_data\Diseased_leaf\Diseased_leaf 454.jpeg,Diseased_leaf,0a5b3350601d260f5d92d02ae2e265fd,0.5210190119948616,0.11345883874956494,0.3003347147672725,0.24511950585948036,0.014207515162750628,0.02866105331910292,0.026877421885728836,0.06033581495285034,0.8792668581008911,0.019080564470347856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08008454161161858,0.20773683435613988,0.061572735796000116,1.0,0.43734917968393167,0.8829591053508367,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 455.jpeg,Diseased_leaf,b240593f8c3d7885a9fa7f82f994c6cd,0.3267800922831553,0.08794168734702325,0.21640647853080158,0.24852920144549967,0.0,0.044887786494229615,0.6683291792869568,0.3042393922805786,0.004987531341612339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667997687042896,0.9698723605711849,0.4599612081765742,0.008029016058032117,0.057447641496615756,0.410880131886082,0.02208976331267243
dataset/train_data\Diseased_leaf\Diseased_leaf 456.jpeg,Diseased_leaf,ee99786db5b32fdee844ac0e1ec24fb0,0.3566339686980581,0.047408020334392585,0.26556909585422256,0.2643317967801506,0.0,0.007855653767961712,0.3668835163116455,0.6291886568069458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11096246336324028,0.7361412627208154,0.0595993071867594,0.4778659557319115,0.38302011681574666,0.5501234333084781,0.17153068972888275
dataset/train_data\Diseased_leaf\Diseased_leaf 457.jpeg,Diseased_leaf,c2f0cdd4bd8c96048f9a0963c34bf06d,0.6100303041409397,0.11323478087597055,0.20161907017868433,0.15565904884943862,0.0,0.0,0.0,0.02043101005256176,0.46375593543052673,0.49024031621693215,0.07814841735794041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1726375673761319,0.8410625960216738,0.19031626088233614,0.10648521297042596,0.31296454074054786,0.18360996904067708,0.18138588594033028
dataset/train_data\Diseased_leaf\Diseased_leaf 458.jpeg,Diseased_leaf,c3ea69c86c7378741e8cfea7b20bdae7,0.5732099001359285,0.156508061723056,0.318207143708474,0.31047056226447406,0.018252950921566757,0.025767288448487337,0.023338954895734787,0.048364248126745224,0.5776053667068481,0.34773752451252654,0.024100303318352587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005193929178681472,0.2675035502446295,0.26608965441204513,0.08529136220519665,0.9074958149916301,0.5808743323016521,0.4542317427304135,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 459.jpeg,Diseased_leaf,7e20fcd45044b57006e4babbb4a90703,0.5425679742449396,0.24464496215450826,0.2734374759984902,0.32170579207190725,0.033222743437506454,0.07665027846697312,0.08763299137353897,0.1475803703069687,0.30191054940223694,0.3675993464928396,0.08964986333598589,0.0013967160920751833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037753115505352896,0.5105274706735687,0.4329002962687134,0.1980449732810626,0.5527001054002109,0.4124138858970445,0.5488077182447132,0.06649117534670618
dataset/train_data\Diseased_leaf\Diseased_leaf 46.jpeg,Diseased_leaf,5c603a773eb82f8db4d261cbcdb4b7a4,0.6042670398753733,0.29631983938226086,0.36513933342038174,0.32204338873881583,0.04257021531253412,0.05551927453509266,0.09128020703792572,0.11054866015911102,0.13700196146965027,0.3486638536895892,0.2535511467011538,0.060804247112839896,0.0008812856195716315,0.001845693914901279,0.000302090138255457,0.006474881386630395,0.004254922034733933,0.005012353433033766,0.0029888476410092272,0.002694317408634203,0.21884223461895336,0.47848469098099644,0.16909790263851635,0.7056234112468226,0.5075184234058406,0.4626649277600346,0.10611644420019226
dataset/train_data\Diseased_leaf\Diseased_leaf 460.jpeg,Diseased_leaf,21f2b7df4d85097fcbb1370b4a5a52f8,0.6645872160444172,0.31050420170862725,0.18223246853179711,0.17819846639300715,0.015950590688345114,0.06176155424255779,0.05504833534359932,0.06364124268293381,0.1723952740430832,0.23999297134010358,0.259069545340121,0.17074907585771282,0.03507176071667492,0.012140741443149016,0.0014903330793939417,0.0,0.0,0.0,0.0,0.00295381309043428,0.2277737454354742,0.7951176448671585,0.29508294551643394,0.07371814743629487,0.1862252228308024,0.3590001495811883,0.20176632046110685
dataset/train_data\Diseased_leaf\Diseased_leaf 461.jpeg,Diseased_leaf,388b1f58aa49b94fd8592bdf73444856,0.5411542250933997,0.25789627246439095,0.2088436730931604,0.2634473290027725,0.0,0.025356580732057182,0.15795034170150757,0.18225039541721344,0.18964606523513794,0.359714750826697,0.13270035505203492,0.0037621443667525626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16708849923631006,0.868862816194052,0.343957269539055,0.017081034162068326,0.08856325815254389,0.3677936378278826,0.3913043557312246
dataset/train_data\Diseased_leaf\Diseased_leaf 462.jpeg,Diseased_leaf,2f12fed590bc50fd07231cd42fb417ab,0.3228438615697796,0.06292638015371527,0.3130783149484023,0.3755631585672201,0.00525989529600679,0.034888875173196214,0.7023820281028748,0.2793765962123871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33841116634099877,0.43990158276332403,0.14984700456507952,0.7457064914129828,0.561990847781633,0.39875547561680647,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 463.jpeg,Diseased_leaf,900308c9dff08d815071c1702937e74b,0.34468769420884204,0.08145607376510498,0.3026210866894135,0.4129106258605395,0.0,0.06179776034328465,0.4685744345188141,0.5005266666412354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3504772037399198,0.6212317041810593,0.17263576782399345,0.13866327732655467,0.3413496755769199,0.20098317090248363,0.12262707864640365
dataset/train_data\Diseased_leaf\Diseased_leaf 464.jpeg,Diseased_leaf,7d0b1ea8c7aba1ee0ac3d32480ae65bb,0.44562695264846486,0.08290244838287607,0.19740373576829717,0.13807908803129312,0.011235408126811442,0.01118677149704355,0.03818093240261078,0.6583171486854553,0.2935311198234558,0.0029960210931725675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16177247778378573,0.7965999921004552,0.18455469091365925,0.2182714365428731,0.5080944220518329,0.14279245961848375,0.156250015190972
dataset/train_data\Diseased_leaf\Diseased_leaf 465.jpeg,Diseased_leaf,b40031f7206fe7397412876ffc5f2d72,0.3820843074478372,0.082392004177982,0.18687754303189244,0.12014923785059521,0.0,0.04795737763731213,0.1642984002828598,0.8108348250389099,0.0008880994864739478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669950165251919,0.9377519004170286,0.23781330180226518,0.04113708227416455,0.13512481213205646,0.3805051165818158,0.11616848753821302
dataset/train_data\Diseased_leaf\Diseased_leaf 466.jpeg,Diseased_leaf,60284540e759f7e2ff0e7ecc04372948,0.40671405086553697,0.23049666545158082,0.300399898185734,0.33999645214434376,0.007223641075048116,0.2043050175076744,0.2759941518306732,0.31101787090301514,0.1776723861694336,0.12625679268010032,0.019351553188608272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22643258051054307,0.7275592760795755,0.2738254489975142,0.26071052142104284,0.39107434820648324,0.287896987134178,0.2664200054323218
dataset/train_data\Diseased_leaf\Diseased_leaf 467.jpeg,Diseased_leaf,db9d7fcf71c72fac424f3441ab4ca814,0.4561614753698744,0.14278492413809118,0.3032634946995738,0.36575690520053705,0.003892165155104096,0.039258641214208745,0.10379107296466827,0.37034541368484497,0.46613311767578125,0.04406273497846743,0.00016862744591339702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169553485604399,0.5564957620224495,0.14143967053222647,0.7381424762849527,0.6438756124073627,0.3007000273380403,0.11081186204360415
dataset/train_data\Diseased_leaf\Diseased_leaf 468.jpeg,Diseased_leaf,7c33d4fe0c7dd1b4488eeaeb498af1c3,0.30776340110905726,0.031406683592493864,0.16343120408152406,0.024624567176935192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007084925019972948,0.9977673813801232,0.5208333333716298,0.001302002604005208,0.018644896453167133,0.6325416430789075,0.03913043521739126
dataset/train_data\Diseased_leaf\Diseased_leaf 469.jpeg,Diseased_leaf,f04ae5190c03a8d1bb357c79cc6a4c8b,0.5066236388062189,0.295880569254238,0.2628996700933361,0.29936778627711186,0.0,0.07672414353181643,0.18599137663841248,0.3170258700847626,0.12564654648303986,0.1059624133917433,0.2223768979953161,0.01644490187821709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14141278543876493,0.8046691665055701,0.2104885057882208,0.26300452600905205,0.3721340295039037,0.3207463132775032,0.18322983111505445
dataset/train_data\Diseased_leaf\Diseased_leaf 47.jpeg,Diseased_leaf,5a67b10cc515b9fa681a9b7252515a03,0.6722812395676735,0.22340994391142147,0.25215358097075685,0.2324013820216669,0.0037279107311804375,0.022754783660743672,0.019204389303922653,0.06552086025476456,0.1621883362531662,0.201527213176738,0.5454231573622593,0.015679959920380467,0.0008709744568197531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17957046313200015,0.4065176683937609,0.20235437571763942,0.7502635005270011,0.5559031987536436,0.4100272259582725,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 470.jpeg,Diseased_leaf,1338f0d93f76f1e9d5a7ab2da76d5f3c,0.7259390071648816,0.201359267294724,0.15691854092618165,0.06807406263263628,0.0,0.0,0.0,0.010342083871364594,0.22513921558856964,0.15235830264372138,0.3853532684233948,0.2371484823982109,0.011163231190352204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07421265447681018,0.9104337175151297,0.3173340405456308,0.031341062682125366,0.08666835613307995,0.7046765534464213,0.1361058693186484
dataset/train_data\Diseased_leaf\Diseased_leaf 471.jpeg,Diseased_leaf,bd7ab282fffb6f735faf5d3d6f19fcd7,0.40394421051413787,0.19774070778588435,0.18831309470849086,0.16932184650641557,0.0,0.11023623320296207,0.3451443612575531,0.27165353298187256,0.2572178542613983,0.07936775738953876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12673445726594962,0.9394711425246635,0.43744531941860537,0.01116002232004464,0.05748348177088749,0.5703955836030393,0.10271739758152142
dataset/train_data\Diseased_leaf\Diseased_leaf 472.jpeg,Diseased_leaf,bc24105d0a7b6054878c8a8c1e310426,0.47686087086205226,0.22343784697815497,0.22198975024503997,0.21692531674537235,0.0781214195304686,0.05956472793993091,0.1405116468667984,0.27835050225257874,0.34173348546028137,0.17319079597353718,0.04165239603453645,0.0015538621991557403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17934061267237567,0.8569819923771057,0.20703406732635676,0.13878727757455517,0.2298473994506128,0.4436777910964646,0.0727085852395432
dataset/train_data\Diseased_leaf\Diseased_leaf 473.jpeg,Diseased_leaf,87fd7f806471aa572fd588ae9fd8a640,0.6944938530055486,0.3606483418332213,0.1902888613122486,0.15569262713743776,0.003861907498369888,0.06670568188496612,0.08328457176685333,0.06826604157686234,0.12307392060756683,0.13259607949107938,0.20828120693830854,0.27424121729784295,0.10231865377812965,0.006613826910559788,0.0,0.0,0.0,0.0,0.0,0.0,0.289936343651729,0.7213649521613904,0.25225928098028844,0.2577655155310311,0.5137494339414374,0.1649374687531376,0.10947206054976324
dataset/train_data\Diseased_leaf\Diseased_leaf 474.jpeg,Diseased_leaf,d412711250f0f78d3900ed50b353d9cc,0.6637307505445841,0.34889951335889074,0.20806726881307183,0.1965043492965616,0.01595166175584013,0.07468278851303917,0.09667673707008362,0.07927492260932922,0.10380664467811584,0.1574044485429199,0.2788947156183525,0.2441739073326547,0.021783633575614254,0.0013659250774675311,0.00022356496500712197,0.0031945355846140543,0.0,0.0018547222797983525,0.0022119279435358274,0.003987915374931607,0.407636871849197,0.5245494619131142,0.30251762342271865,0.4848099696199393,0.7398725637961814,0.1495735902282958,0.09018343322886584
dataset/train_data\Diseased_leaf\Diseased_leaf 475.jpeg,Diseased_leaf,6df9c010f2ec0def7b38aa4f5ba8a33b,0.3186552139144747,0.10375230281171367,0.19922442218801073,0.16531626791651796,0.0,0.17148364144368666,0.586705207824707,0.31695568561553955,0.010597302578389645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03440600123707907,0.9243982268719889,0.28152429891947656,0.04526009052018105,0.16531832145758535,0.2796859602647804,0.06388642992955822
dataset/train_data\Diseased_leaf\Diseased_leaf 476.jpeg,Diseased_leaf,52a7aefe071d1ed3b85a8ca0411be833,0.30502399225066024,0.0563757472254952,0.8748997225906168,0.3926799244552721,0.0,0.07735198913240303,0.9063633680343628,0.05496061593294144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323132225298475,0.5165611852558017,0.16235458401659464,0.5068820137640275,0.4090208790301201,0.5116973261035959,0.14906833776989037
dataset/train_data\Diseased_leaf\Diseased_leaf 477.jpeg,Diseased_leaf,2d2c573df8af260eb8fcc0d723395c10,0.6350865180826664,0.3515841553123974,0.24293332411026652,0.25325495068599485,0.035274868804220295,0.09075044432287745,0.08638743311166763,0.0808246061205864,0.15641361474990845,0.2735172892082935,0.15828594931679923,0.17622354025299283,0.05239227641256443,0.006164392514803371,0.0,0.0,0.005684368210833855,0.0033481297992787704,0.0019964773007457707,0.004799301825857107,0.3143758121718742,0.5432910146228821,0.2312390925408791,0.5338210676421353,0.6960563383100982,0.18608190632031407,0.11812962644914626
dataset/train_data\Diseased_leaf\Diseased_leaf 478.jpeg,Diseased_leaf,4a2d0c0b9b923cf1256077cf05d038d0,0.6498314546485013,0.25617326253929823,0.311418547840074,0.3986478813731191,0.0008511187138633814,0.005932040288393532,0.012186472304165363,0.040557097643613815,0.451028436422348,0.10001641511509674,0.1748131830963735,0.233142612568044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133932223019426,0.550025306024803,0.05946368059854387,1.0,0.43734917968393167,0.8829591053508367,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 479.jpeg,Diseased_leaf,3461ac6cfa912ddae623aef065cd5829,0.3421508726544349,0.10647577714295449,0.2294095207160246,0.18680190826965976,0.0,0.026699032091979037,0.5631067752838135,0.3822815418243408,0.04126213490962982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13957439866103072,0.936823197292551,0.43959007559650765,0.013330026660053321,0.0629444456152599,0.5682159420935383,0.24456522418478202
dataset/train_data\Diseased_leaf\Diseased_leaf 48.jpeg,Diseased_leaf,0b351249f653daf3da77b97ef4998bd3,0.6006868694115935,0.2874697428977525,0.2753562803029311,0.37696786295670526,0.10898755016960054,0.05847320657649119,0.034650783985853195,0.11099079251289368,0.25920411944389343,0.26452932945156027,0.25060735253589,0.053017820006590485,0.010811518970715906,0.0,0.0,0.0,0.0,0.0,0.0,0.007444504310168197,0.17483740581377136,0.6337089449006218,0.22829814117440314,0.4411928823857648,0.5101265380365985,0.28633199894399386,0.06801970811329712
dataset/train_data\Diseased_leaf\Diseased_leaf 480.jpeg,Diseased_leaf,692afb74adeb366be984249292755af5,0.7171547080781595,0.17758577743024848,0.2264234692846105,0.18765525270637112,0.0,0.0009380864166422387,0.005941213108599186,0.009537210687994957,0.18550656735897064,0.15864451068938412,0.5557153117383115,0.10204136024139096,0.0014344728978536731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22018020331621124,0.6061204004694785,0.05750121604905852,0.7406844813689628,0.4018380679190076,0.7746906485258372,0.12276216077428401
dataset/train_data\Diseased_leaf\Diseased_leaf 481.jpeg,Diseased_leaf,7bb0b4e7477c4301dd82b3a98a8ca447,0.7207493277440462,0.12380998964036916,0.18827961751457523,0.09243411476977016,0.0,0.0,0.000115915150672663,0.000927321205381304,0.05621884763240814,0.4162066451376547,0.5035921578359006,0.06910760674102658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19228950374118448,0.7159614898773455,0.12480197830964279,0.31830863661727327,0.5043701516349234,0.21132305954553077,0.17888200489795894
dataset/train_data\Diseased_leaf\Diseased_leaf 482.jpeg,Diseased_leaf,937f17736c79062b202a502766a93a2b,0.494506950591859,0.10284120621611924,0.31923410175651773,0.33708263402585253,0.0,0.005865103333008687,0.012707722373306751,0.4141414165496826,0.5102639198303223,0.06422750895588386,0.0026088077600821776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712972779396505,0.8245014605541143,0.07874443359853303,0.3626697253394507,0.33446228661258975,0.5475379382517711,0.18972333836387564
dataset/train_data\Diseased_leaf\Diseased_leaf 483.jpeg,Diseased_leaf,552107524fafe0645a2794c7f5d1d89d,0.6453818746183795,0.29409389856221024,0.31973601012596314,0.3719145517500222,0.010169491590537382,0.02978942339592259,0.06823685020208359,0.1013280525803566,0.17558148503303528,0.23929447781910076,0.2378460444984234,0.18893662904766678,0.0013463773401118334,0.0,0.0,0.0,0.0,0.0,0.0,0.0016142049381466972,0.09399313478089093,0.4941123717356801,0.12921792585339498,0.8223696447392895,0.5129583936498147,0.5278372213834037,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 484.jpeg,Diseased_leaf,2f6c3ebafdd9bb8fb4b8fec18d313e8c,0.6051249187344119,0.3391568273076405,0.4243822779665251,0.5226004327546627,0.0,0.027319184967182275,0.11998821049928665,0.16548742353916168,0.24223662912845612,0.07671159116737303,0.1418198892371273,0.2502486594342681,0.0021214596922952502,0.001110753695937367,0.000181800316327871,0.0012988787840370565,0.0,0.0,0.003597425918828205,0.0,0.14951966951561724,0.5745796630708736,0.17230083860814158,0.5196230392460786,0.4034733879633309,0.5390832408870617,0.15458938724876226
dataset/train_data\Diseased_leaf\Diseased_leaf 485.jpeg,Diseased_leaf,834564b2b66650b0a2132bcea3ba0837,0.34737630883202225,0.141974563259615,0.2554402695828178,0.29113200741093637,0.0,0.10928962937469833,0.5214676260948181,0.31147539615631104,0.10850897431373596,0.004371456621089078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12015620381537864,0.9129801600739059,0.34261427710663694,0.023095046190092384,0.07377984608158791,0.7165402112386193,0.1369565301086952
dataset/train_data\Diseased_leaf\Diseased_leaf 486.jpeg,Diseased_leaf,97bc3ef0c497d78f76a2d9db02acd76f,0.5461795714864883,0.25621945517233224,0.27527041689319004,0.19067524021277604,0.04194306457212375,0.07991643457608635,0.11256202310323715,0.12013580650091171,0.23922695219516754,0.39438211877947915,0.12938049623771308,0.00026570679035596166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009576042435776108,0.30667901800212705,0.49786643447541246,0.14286681565529186,0.7035154070308142,0.6921231731740835,0.2480299093567841,0.09782609706182058
dataset/train_data\Diseased_leaf\Diseased_leaf 487.jpeg,Diseased_leaf,f39784bf06cc2535ccc87542b230c0a4,0.3207169376115771,0.041395747790193595,0.20095544875737353,0.06909269876230051,0.0,0.0,0.8788889050483704,0.12111110985279083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055423977516344876,0.9594350335331968,0.3246913580869415,0.03320106640213281,0.1648646911293224,0.206297492252972,0.4157608949728248
dataset/train_data\Diseased_leaf\Diseased_leaf 488.jpeg,Diseased_leaf,f607eaa41adf03666bd9419cb06ba089,0.34666515896376027,0.08244196970808307,0.20527364788478708,0.13385300175734793,0.0,0.06299213325883547,0.4803149700164795,0.4881889820098877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09870534713603409,0.9305264793228601,0.1644794401017342,0.07024614049228099,0.18912875940308238,0.33166874114305117,0.06915293002959716
